ID,Traditional,Simplified,Pinyin,POS,Meaning,Category,Subcategory,Variants
L3-052,感覺,感觉,gǎnjué,N/Vs,"feeling, to feel",人物,心理活動,
L3-053,了解,了解,liǎojiě,V,to understand,人物,心理活動,
L3-054,以為,以为,yǐwéi,Vs,"to think, to consider",人物,心理活動,
L3-055,認識,认识,rènshì,Vs,to know,人物,心理活動,
L3-056,著急,着急,zhāojí,Vs,anxious,人物,心理活動,
L3-057,傷心,伤心,shāngxīn,Vs,heart-broken,人物,心理活動,
L3-058,擔心,担心,dānxīn,Vs,worried,人物,心理活動,
L3-059,舒服,舒服,shūfu,Vs,comfortable,人物,心理活動,
L3-060,壯,壮,zhuàng,Vs,strong,人物,人格特質,
L3-061,肥,肥,féi,Vs,fat,人物,人格特質,
L3-062,懶,懒,lǎn,Vs,lazy,人物,人格特質,
L3-063,醜,丑,chǒu,Vs,ugly,人物,人格特質,
L3-064,活潑,活泼,huópō,Vs,vivacious,人物,人格特質,
L3-065,認真,认真,rènzhēn,Vs,"serious, earnest",人物,人格特質,
L3-066,可憐,可怜,kělián,Vs,"pitiful, poor",人物,人格特質,
L3-067,幸運,幸运,xìngyùn,Vs,lucky,人物,人格特質,
L3-068,商人,商人,shāngrén,N,merchant,人物,職業,
L3-069,作家,作家,zuòjiā,N,writer,人物,職業,
L3-070,記者,记者,jìzhě,N,reporter,人物,職業,
L3-071,演員,演员,yǎnyuán,N,actor,人物,職業,
L3-072,機會,机会,jīhuì,N,chance,人物,職業,
L3-073,做事,做事,zuòshì,V,to work,人物,職業,
L3-074,成為,成为,chéngwéi,Vs,to become,人物,職業,
L3-075,辛苦,辛苦,xīnkǔ,Vs,to work hard,人物,職業,
L3-076,夢想,梦想,mèngxiǎng,N,dream,人物,職業,
L3-077,各,各,gè,Det,each,數量,數字,
L3-078,群,群,qún,M,"collective measure word for a number of people gathering together, for animals of the same kind, and for lots of close islands",數量,數字,
L3-079,封,封,fēng,M,"measure word for letters, telegrams etc",數量,數字,
L3-080,度,度,dù,M,measure word for temperature,數量,數字,
L3-081,段,段,duàn,M,"measure word for a part of sth, for example part of an essay, part of a journey etc., and for part of some time period.",數量,數字,
L3-082,盆,盆,pén,M,container measure word for the things in a basin.,數量,數字,
L3-083,頂,顶,dǐng,M,"individual measure word for things that have a cap, cover etc",數量,數字,
L3-084,幅,幅,fú,M,"individual measure word for calligraphy, painting etc",數量,數字,
L3-085,遍,遍,biàn,M,measure word for the course of an action from the beginning to the end.,數量,數字,
L3-086,篇,篇,piān,M,measure word for writings etc,數量,數字,
L3-087,輛,辆,liàng,M,measure word for any conveyance etc,數量,數字,
L3-088,雙,双,shuāng,M,measure word for two things of the same kind to be used together.,數量,數字,
L3-089,根,根,gēn,M,"individual measure word for long things and for soft and slender things, such as a banana, a lock of hair etc",數量,數量,
L3-090,萬,万,wàn,Num,ten thousand,數量,數量,
L3-091,號碼,号码,hàomǎ,N,number,數量,數量,
L3-092,數字,数字,shùzì,N,numeral,數量,數量,
L3-093,任何,任何,rènhé,Det,any,數量,數量,
L3-094,其他,其他,qítā,Det,other,數量,數量,
L3-095,所有,所有,suǒyǒu,Det,all,數量,數量,
L3-096,許多,许多,xǔduō,Det,"many, a lot of",數量,數量,
L3-097,有點兒,有点儿,yǒudiǎnr,Adv,a little,數量,數量,
L3-098,窮,穷,qióng,Vs,poor,數量,金錢,
L3-099,零用錢,零用钱,língyòngqián,N,allowance,數量,金錢,
L3-100,夠,够,gòu,Adv,enough,程度,程度,
L3-101,不錯,不错,bùcuò,Vs,not bad,程度,程度,
L3-102,弱,弱,ruò,Vs,weak,程度,程度,
L3-103,強,强,qiáng,Vs,strong,程度,程度,
L3-104,淡,淡,dàn,Vs,thin,程度,程度,
L3-105,濃,浓,nóng,Vs,thick,程度,程度,
L3-106,一模一樣,一模一样,yīmóyīyàng,,exactly the same,程度,程度,
L3-107,重要,重要,zhòngyào,Vs,important,程度,程度,
L3-108,特別,特别,tèbié,Vs,special,程度,程度,
L3-109,日期,日期,rìqí,N,date,時間,年月日星期,
L3-110,時間,时间,shíjiān,N,time,時間,時間,
L3-111,傍晚,傍晚,bāngwǎn,N/Adv,evening,時間,時間,
L3-112,半夜,半夜,bànyè,N/Adv,midnight,時間,時間,
L3-113,有時/有時候,有时/有时候,yǒushí/yǒushíhòu/yǒushíhou,Adv,sometimes,時間,時間,"[{""Traditional"": ""有時"", ""Simplified"": ""有时"", ""Pinyin"": ""yǒushí""}, {""Traditional"": ""有時候"", ""Simplified"": ""有时候"", ""Pinyin"": ""yǒushíhòu""}, {""Traditional"": ""有時候"", ""Simplified"": ""有时候"", ""Pinyin"": ""yǒushíhou""}]"
L3-114,剛才,刚才,gāngcái,Adv,just,時間,時間,
L3-115,馬上,马上,mǎshàng,Adv,immediately,時間,時間,
L3-116,經常,经常,jīngcháng,Adv,often,時間,時間,
L3-117,總是,总是,zǒngshì,Adv,always,時間,時間,
L3-118,從不,从不,cóngbù,Adv,never,時間,時間,
L3-119,當,当,dāng,Conj,when,時間,時間,
L3-120,久,久,jiǔ,Vs,for a long time,時間,時間,
L3-121,已經,已经,yǐjīng,Adv,already,時間,時間,
L3-122,永遠,永远,yǒngyuǎn,Adv,forever,時間,時間,
L3-123,過去,过去,guòqù,Adv,past,時間,時間,
L3-124,最後,最后,zuìhòu,Adv,last,時間,時間,
L3-125,趕,赶,gǎn,Vs,to rush,時間,時間,
L3-126,趕快,赶快,gǎnkuài,Adv,hurry,時間,時間,
L3-127,金色,金色,jīnsè,N,gold,形色,顏色,
L3-128,銀色,银色,yínsè,N,silver,形色,顏色,
L3-129,低,低,dī,Vs,low,形色,尺寸,
L3-130,直,直,zhí,Vs,straight,形色,形狀,
L3-131,扁,扁,biǎn,Vs,flat,形色,形狀,
L3-132,彎,弯,wān,Vs,curved; to bend,形色,形狀,
L3-133,捲,卷,juǎn,Vs,curl,形色,形狀,
L3-134,服裝,服装,fúzhuāng,N,costume,生活,衣物飾品,
L3-135,西裝,西装,xīzhuāng,N,suit,生活,衣物飾品,
L3-136,襯衫,衬衫,chènshān,N,shirt,生活,衣物飾品,
L3-137,領帶,领带,lǐngdài,N,tie,生活,衣物飾品,
L3-138,皮帶,皮带,pídài,N,belt,生活,衣物飾品,
L3-139,制服,制服,zhìfú,N,uniform,生活,衣物飾品,
L3-140,牛仔褲,牛仔裤,niúzǎikù,N,jeans,生活,衣物飾品,
L3-141,戒指,戒指,jièzhǐ,N,ring,生活,衣物飾品,
L3-142,耳環,耳环,ěrhuán,N,ear ring,生活,衣物飾品,
L3-143,項鍊,项链,xiàngliàn,N,necklace,生活,衣物飾品,
L3-144,針,针,zhēn,N,needle,生活,衣物飾品,
L3-145,線,线,xiàn,N,thread,生活,衣物飾品,
L3-146,背包,背包,bēibāo,N,backpack,生活,衣物飾品,
L3-147,打扮,打扮,dǎbàn/dǎban,V,"to dress up, to make up",生活,衣物飾品,"[{""Traditional"": ""打扮"", ""Simplified"": ""打扮"", ""Pinyin"": ""dǎbàn""}, {""Traditional"": ""打扮"", ""Simplified"": ""打扮"", ""Pinyin"": ""dǎban""}]"
L3-148,流行,流行,liúxíng,Vs,"fashionable, widespread",生活,衣物飾品,
L3-149,生活,生活,shēnghuó,N,life,生活,居家用品,
L3-150,響,响,xiǎng,Vs,to make a sound,生活,居家用品,
L3-151,地板,地板,dìbǎn,N,floor,生活,居家用品,
L3-152,工具,工具,gōngjù,N,tool,生活,居家用品,
L3-153,布,布,bù,N,cloth,生活,居家用品,
L3-154,梳子,梳子,shūzi,N,comb,生活,居家用品,
L3-155,玻璃,玻璃,bōli,N,glass,生活,居家用品,
L3-156,浴缸,浴缸,yùgāng,N,tub,生活,居家用品,
L3-157,衛生紙,卫生纸,wèishēngzhǐ,N,toilet paper,生活,居家用品,
L3-158,電風扇,电风扇,diànfēngshàn,N,fan,生活,居家用品,
L3-159,鑰匙,钥匙,yàoshi,N,key,生活,居家用品,
L3-160,收音機,收音机,shōuyīnjī,N,radio,生活,居家用品,
L3-161,隨身聽,随身听,suíshēntīng,N,a type of small cassette or cd player with headphones that you can carry with you,生活,居家用品,
L3-162,廣播,广播,guǎngbò/guǎngbō,N/V,(to) broadcast,生活,居家用品,"[{""Traditional"": ""廣播"", ""Simplified"": ""广播"", ""Pinyin"": ""guǎngbò""}, {""Traditional"": ""廣播"", ""Simplified"": ""广播"", ""Pinyin"": ""guǎngbō""}]"
L3-163,新聞,新闻,xīnwén,N,news,生活,居家用品,
L3-164,節目,节目,jiémù,N,show,生活,居家用品,
L3-165,消息,消息,xiāoxi,N,news,生活,居家用品,
L3-166,網站,网站,wǎngzhàn,N,website,生活,居家用品,
L3-167,電子郵件,电子邮件,diànzǐyóujiàn,N,e-mail,生活,居家用品,
L3-168,螢幕,萤幕,yíngmù,N,screen,生活,居家用品,
L3-169,雜誌,杂志,zázhì,N,magazine,生活,居家用品,
L3-170,留言,留言,liúyán,N/V,"message, to leave a message",生活,居家用品,
L3-171,整齊,整齐,zhěngqí,Vs,tidy,生活,居家用品,
L3-172,亂七八糟,乱七八糟,luànqībāzāo,Vs,messy,生活,居家用品,
L3-173,饅頭,馒头,mántou,N,steamed bun,生活,飲食,
L3-174,泡麵,泡面,pàomiàn,N,instant noodles,生活,飲食,
L3-175,火鍋,火锅,huǒguō,N,hotpot,生活,飲食,
L3-176,豆腐,豆腐,dòufu,N,tofu,生活,飲食,
L3-177,香腸,香肠,xiāngcháng,N,sausage,生活,飲食,
L3-178,蔬菜,蔬菜,shūcài,N,vegetable,生活,飲食,
L3-179,蘿蔔,萝卜,luóbo,N,carrot,生活,飲食,
L3-180,馬鈴薯,马铃薯,mǎlíngshǔ,N,potato,生活,飲食,
L3-181,果醬,果酱,guǒjiàng,N,jam,生活,飲食,
L3-182,蜂蜜,蜂蜜,fēngmì,N,honey,生活,飲食,
L3-183,糖果,糖果,tángguǒ,N,candy,生活,飲食,
L3-184,野餐,野餐,yěcān,N/V,(to) picnic,生活,飲食,
L3-185,胡椒粉,胡椒粉,hújiāofěn,N,pepper,生活,飲食,
L3-186,酒,酒,jiǔ,N,wine,生活,飲食,
L3-187,鳳梨,凤梨,fènglí,N,pineapple,生活,飲食,
L3-188,檸檬,柠檬,níngméng,N,lemon,生活,飲食,
L3-189,椰(子),椰(子),yé(zi),N,coconut,生活,飲食,"[{""Traditional"": ""椰子"", ""Simplified"": ""椰子"", ""Pinyin"": ""yézi""}, {""Traditional"": ""椰"", ""Simplified"": ""椰"", ""Pinyin"": ""yé""}]"
L3-190,梨(子),梨(子),lí(zi),N,pear,生活,飲食,"[{""Traditional"": ""梨子"", ""Simplified"": ""梨子"", ""Pinyin"": ""lízi""}, {""Traditional"": ""梨"", ""Simplified"": ""梨"", ""Pinyin"": ""lí""}]"
L3-191,味道,味道,wèidao,N,taste,生活,飲食,
L3-192,鹹,咸,xián,Vs,salty,生活,飲食,
L3-193,鹽,盐,yán,N,salt,生活,飲食,
L3-194,辣,辣,là,Vs,spicy,生活,飲食,
L3-195,酸,酸,suān,Vs,sour,生活,飲食,
L3-196,煮,煮,zhǔ,V,to cook,生活,飲食,
L3-197,煎,煎,jiān,V,to fry,生活,飲食,
L3-198,新鮮,新鲜,xīnxiān,Vs,fresh,生活,飲食,
L3-199,畢業,毕业,bìyè,V,to graduate,生活,學校,
L3-200,討論,讨论,tǎolùn,V,to discuss,生活,學校,
L3-201,遲到,迟到,chídào,Vs,late,生活,學校,
L3-202,安靜,安静,ānjìng,Vs,quiet,生活,學校,
L3-203,吵架,吵架,chǎojià,V,to argue,生活,學校,
L3-204,夏令營,夏令营,xiàlìngyíng,N,summer camp,生活,學校,
L3-205,舉行,举行,jǔxíng,V,to hold,生活,學校,
L3-206,活動,活动,huódòng,N,activity,生活,學校,
L3-207,書法,书法,shūfǎ,N,chinese calligraphy,生活,學校,
L3-208,興趣,兴趣,xìngqù,N,"interest, hobby",生活,學校,
L3-209,文章,文章,wénzhāng,N,"article, essay",生活,學校,
L3-210,日記,日记,rìjì,N,diary,生活,學校,
L3-211,字典,字典,zìdiǎn,N,dictionary,生活,學校,
L3-212,歷史,历史,lìshǐ,N,history,生活,學校,
L3-213,地理,地理,dìlǐ,N,geography,生活,學校,
L3-214,戲劇,戏剧,xìjù,N,drama,生活,學校,
L3-215,回答,回答,huídá,V/N,to answer,生活,學校,
L3-216,答案,答案,dá'àn,N,answer,生活,學校,
L3-217,通知,通知,tōngzhī,V/N,to inform,生活,學校,
L3-218,複習,复习,fùxí,V,to review,生活,學校,
L3-219,學習,学习,xuéxí,V,to learn,生活,學校,
L3-220,選擇,选择,xuǎnzé,V/N,to choose; choice,生活,學校,
L3-221,借,借,jiè,V,to borrow,生活,學校,
L3-222,替,替,tì,V,on behalf of,生活,學校,
L3-223,試,试,shì,V,to try,生活,學校,
L3-224,輸,输,shū,V,to lose,生活,學校,
L3-225,贏,赢,yíng,V,to win,生活,學校,
L3-226,毛筆,毛笔,máobǐ,N,writing brush,生活,學校,
L3-227,水彩,水彩,shuǐcǎi,N,watercolor,生活,學校,
L3-228,堆,堆,duī,V/M,"(to) stack, (to) pile; collective measure word for a mass of things in piles",生活,休閒活動,
L3-229,積木,积木,jīmù,N,brick,生活,休閒活動,
L3-230,划船,划船,huáchuán,V,to row a boat,生活,休閒活動,
L3-231,溜冰,溜冰,liūbīng,V,to skate,生活,休閒活動,
L3-232,跳繩,跳绳,tiàoshéng,V/N,rope-skipping,生活,休閒活動,
L3-233,釣魚,钓鱼,diàoyú,V/N,fishing,生活,休閒活動,
L3-234,旅遊,旅游,lǚyóu,V/N,to travel,生活,休閒活動,
L3-235,參觀,参观,cānguān,V,to visit,生活,休閒活動,
L3-236,露營,露营,lùyíng,V/N,camping,生活,休閒活動,
L3-237,聊天,聊天,liáotiān,V,to chat,生活,休閒活動,
L3-238,電動玩具/電玩,电动玩具/电玩,diàndòngwánjù/diànwán,N,video game,生活,休閒活動,"[{""Traditional"": ""電動玩具"", ""Simplified"": ""电动玩具"", ""Pinyin"": ""diàndòngwánjù""}, {""Traditional"": ""電玩"", ""Simplified"": ""电玩"", ""Pinyin"": ""diànwán""}]"
L3-239,風箏,风筝,fēngzhēng,N,kite,生活,休閒活動,
L3-240,計畫,计划,jìhuà,V/N,(to) plan,生活,休閒活動,
L3-241,打算,打算,dǎsuàn,V,"to plan, to intend",生活,休閒活動,
L3-242,網路,网路,wǎnglù,N,internet,生活,休閒活動,
L3-243,油畫,油画,yóuhuà,N,oil painting,生活,休閒活動,
L3-244,影片,影片,yǐngpiàn,N,film,生活,休閒活動,
L3-245,小說,小说,xiǎoshuō,N,novel,生活,休閒活動,
L3-246,樂器,乐器,yuèqì,N,musical instruments,生活,休閒活動,
L3-247,喇叭,喇叭,lǎba,N,trumpet,生活,休閒活動,
L3-248,笛(子),笛(子),dí(zi),N,flute,生活,休閒活動,"[{""Traditional"": ""笛子"", ""Simplified"": ""笛子"", ""Pinyin"": ""dízi""}, {""Traditional"": ""笛"", ""Simplified"": ""笛"", ""Pinyin"": ""dí""}]"
L3-249,合唱團,合唱团,héchàngtuán,N,"chorus, choir",生活,休閒活動,
L3-250,捉迷藏,捉迷藏,zhuōmícáng,N,hide-and-seek,生活,休閒活動,
L3-251,躲,躲,duǒ,V,to hide,生活,休閒活動,
L3-252,表演,表演,biǎoyǎn,N/V,"performance, to perform",生活,休閒活動,
L3-253,結婚,结婚,jiéhūn,V,to marry,生活,休閒活動,
L3-254,慶祝,庆祝,qìngzhù,N/V,to celebrate,生活,休閒活動,
L3-255,紀念,纪念,jìniàn,V,"to remember, to commemorate",生活,休閒活動,
L3-256,血,血,xiě,N,blood,生活,健康,
L3-257,癢,痒,yǎng,Vs,itchy,生活,健康,
L3-258,注意,注意,zhùyì,V,to notice; to watch out,生活,健康,
L3-259,傳染,传染,chuánrǎn,V,"to be contagious, to infect",生活,健康,
L3-260,昏倒,昏倒,hūndǎo,Vs,to faint,生活,健康,
L3-261,近視,近视,jìnshì,N/Vs,nearsighted,生活,健康,
L3-262,轉,转,zhuǎn,V,to turn,交通,交通工具,
L3-263,遇,遇,yù,V,"to encounter, to come across",交通,交通工具,
L3-264,出發,出发,chūfā,V,"to set off, to depart",交通,交通工具,
L3-265,發生,发生,fāshēng,V,to happen,交通,交通工具,
L3-266,離開,离开,líkāi,V,to leave,交通,交通工具,
L3-267,車禍,车祸,chēhuò,N,car accident,交通,交通工具,
L3-268,地鐵,地铁,dìtiě,N,"subway, underground",交通,交通工具,
L3-269,安全帶,安全带,ānquándài,N,seat belt,交通,交通工具,
L3-270,紅綠燈,红绿灯,hónglǜdēng,N,traffic light,交通,交通工具,
L3-271,方便,方便,fāngbiàn,Vs,convenient,交通,交通工具,
L3-272,霧,雾,wù,N,fog,自然,現象,
L3-273,刮,刮,guā,V,to blow (wind),自然,現象,
L3-274,颱風,台风,táifēng,N,typhoon,自然,現象,
L3-275,空氣,空气,kōngqì,N,air,自然,現象,
L3-276,光,光,guāng,N,light,自然,現象,
L3-277,地震,地震,dìzhèn,N,earthquake,自然,現象,
L3-278,"災(火災,水災)","灾(火灾,水灾)","zāi(huǒzāi, shuǐzāi)",N,disaster,自然,現象,"[{""Traditional"": ""災"", ""Simplified"": ""灾"", ""Pinyin"": ""zāi""}, {""Traditional"": ""火災"", ""Simplified"": ""火灾"", ""Pinyin"": ""huǒzāi""}, {""Traditional"": ""水災"", ""Simplified"": ""水灾"", ""Pinyin"": ""shuǐzāi""}]"
L3-279,變,变,biàn,V,"to become, to turn into",自然,季節,
L3-280,溫度,温度,wēndù,N,temperature,自然,天氣,
L3-281,濕,湿,shī,Vs,humid; wet,自然,天氣,
L3-282,晴朗,晴朗,qínglǎng,Vs,sunny,自然,天氣,
L3-283,植物,植物,zhíwù,N,plant,自然,植物,
L3-284,牠,它,tā,N,it,自然,動物,
L3-285,熊,熊,xióng,N,bear,自然,動物,
L3-286,貓熊/熊貓,猫熊/熊猫,māoxióng/xióngmāo,N,panda,自然,動物,"[{""Traditional"": ""貓熊"", ""Simplified"": ""猫熊"", ""Pinyin"": ""māoxióng""}, {""Traditional"": ""熊貓"", ""Simplified"": ""熊猫"", ""Pinyin"": ""xióngmāo""}]"
L3-287,長頸鹿,长颈鹿,chángjǐnglù,N,giraffe,自然,動物,
L3-288,龍,龙,lóng,N,dragon,自然,動物,
L3-289,恐龍,恐龙,kǒnglóng,N,dinosaur,自然,動物,
L3-290,蟑螂,蟑螂,zhāngláng,N,cockroach,自然,動物,
L3-291,蝦,虾,xiā,N,shrimp,自然,動物,
L3-292,鯨魚,鲸鱼,jīngyú,N,whale,自然,動物,
L3-293,企鵝,企鹅,qì'é,N,penguin,自然,動物,
L3-294,烏龜,乌龟,wūguī,N,turtle,自然,動物,
L3-295,老鷹,老鹰,lǎoyīng,N,eagle,自然,動物,
L3-296,尾巴,尾巴,wěiba,N,tail,自然,動物,
L3-297,屬,属,shǔ,V,to belong to,自然,動物,
L3-298,島,岛,dǎo,N,island,自然,自然環境,
L3-299,湖,湖,hú,N,lake,自然,自然環境,
L3-300,地球,地球,dìqiú,N,earth,自然,自然環境,
L3-301,貝殼,贝壳,bèiké,N,shell,自然,自然環境,
L3-302,海灘,海滩,hǎitān,N,beach,自然,自然環境,
L3-303,洞,洞,dòng,N,hole,自然,自然環境,
L3-304,地圖,地图,dìtú,N,map,地方,方位,
L3-305,出現,出现,chūxiàn,V,to appear,地方,方位,
L3-306,離,离,lí,Vs,to be distant from,地方,方位,
L3-307,向,向,xiàng,Prep,"to, towards",地方,方位,
L3-308,附近,附近,fùjìn,Adv,nearby,地方,方位,
L3-309,到處,到处,dàochù,Adv,everywhere,地方,方位,
L3-310,臥房,卧房,wòfáng,N,bedroom,地方,處所,
L3-311,陽台,阳台,yángtái,N,balcony,地方,處所,
L3-312,美術館,美术馆,měishùguǎn,N,art gallery,地方,處所,
L3-313,飛機場,飞机场,fēijīchǎng,N,airport,地方,處所,
L3-314,停車場,停车场,tíngchēchǎng,N,parking lot,地方,處所,
L3-315,博物館,博物馆,bówùguǎn,N,museum,地方,處所,
L3-316,補習班,补习班,bǔxíbān,N,cram school,地方,處所,
L3-317,遊樂園,游乐园,yóulèyuán,N,amusement park,地方,處所,
L3-318,圖書館,图书馆,túshūguǎn,N,library,地方,處所,
L3-319,超級市場,超级市场,chāojíshìchǎng,N,supermarket,地方,處所,
L3-320,藥房/藥局,药房/药局,yàofáng/yàojú,N,pharmacy,地方,處所,"[{""Traditional"": ""藥房"", ""Simplified"": ""药房"", ""Pinyin"": ""yàofáng""}, {""Traditional"": ""藥局"", ""Simplified"": ""药局"", ""Pinyin"": ""yàojú""}]"
L3-321,工廠,工厂,gōngchǎng,N,factory,地方,處所,
L3-322,廟,庙,miào,N,temple,地方,處所,
L3-323,公司,公司,gōngsī,N,company,地方,處所,
L3-324,十字路口,十字路口,shízìlùkǒu,N,crossroad,地方,處所,
L3-325,斑馬線,斑马线,bānmǎxiàn,N,pedestrian crossing,地方,處所,
L3-326,橋,桥,qiáo,N,bridge,地方,處所,
L3-327,牆,墙,qiáng,N,wall,地方,處所,
L3-328,風景,风景,fēngjǐng,N,"landscape, scenery",地方,國家,
L3-329,鄉村,乡村,xiāngcūn,N,countryside,地方,國家,
L3-330,城市,城市,chéngshì,N,city,地方,國家,
L3-331,國旗,国旗,guóqí,N,flag,地方,國家,
L3-332,世界,世界,shìjiè,N,world,地方,國家,
L3-333,文字,文字,wénzì,N,"character, word",地方,語言,
L3-334,文化,文化,wénhuà,N,culture,地方,語言,
L3-335,語言,语言,yǔyán,N,language,地方,語言,
L3-336,漢字,汉字,hànzì,N,chinese character,地方,語言,
L3-337,打招呼,打招呼,dǎ zhāohū,V,"to greet, to say hello",常用語,一般,
L3-338,怎麼,怎么,zěnme,N,why,功能詞,功能詞,
L3-339,也許,也许,yěxǔ,Adv,maybe,功能詞,功能詞,
L3-340,原來,原来,yuánlái,Adv,originally,功能詞,功能詞,
L3-341,本來,本来,běnlái,Adv,originally,功能詞,功能詞,
L3-342,應該,应该,yīnggāi,V,should,功能詞,功能詞,
L3-343,讓,让,ràng,V,to let,功能詞,功能詞,
L3-344,必須,必须,bìxū,V,must,功能詞,功能詞,
L3-345,需要,需要,xūyào,V/N,(to) need,功能詞,功能詞,
L3-346,被,被,bèi,Bei,a passive voice marker,功能詞,功能詞,
L3-347,為,为,wèi,Prep,for,功能詞,功能詞,
L3-348,為了,为了,wèile,Prep,in order to,功能詞,功能詞,
L3-349,可是,可是,kěshì,Conj,but,功能詞,功能詞,
L3-350,雖然,虽然,suīrán,Conj,although,功能詞,功能詞,
L3-351,連,连,lián,Conj,even; and,功能詞,功能詞,
L3-352,與,与,yǔ,Conj,and,功能詞,功能詞,
L3-353,除了,除了,chúle,Conj,"unless, besides, except",功能詞,功能詞,
L3-354,而且,而且,érqiě,Conj,moreover,功能詞,功能詞,
L3-355,不但,不但,bùdàn,Conj/Adv,not only,功能詞,功能詞,
L3-356,啊,啊,a,Ptc,"ah, an exclamation",功能詞,功能詞,
